21.02,0,0,-0.86
21.02,9,-0.01,-0.88
21.02,19,-0.02,-0.88
21.01,28,-0.04,-0.86
21.01,38,-0.05,-0.89
21,47,-0.07,-0.9
21.02,57,-0.1,-0.9
21.02,66,-0.12,-0.87
21.01,76,-0.14,-0.88
21.02,85,-0.18,-0.89
21.02,95,-0.22,-0.9
21.04,104,-0.27,-0.94
21.06,114,-0.3,-0.96
21.08,123,-0.35,-1
21.11,133,-0.39,-1.02
21.14,142,-0.43,-1.01
21.2,152,-0.48,-1.02
21.26,161,-0.52,-1.08
21.34,171,-0.56,-1.09
21.42,180,-0.59,-1.11
21.53,190,-0.63,-1.13
21.67,199,-0.66,-1.15
21.81,209,-0.7,-1.18
21.99,218,-0.73,-1.21
22.17,228,-0.76,-1.23
22.39,237,-0.78,-1.26
22.62,247,-0.82,-1.33
22.9,256,-0.84,-1.34
23.22,266,-0.86,-1.37
23.55,275,-0.86,-1.4
23.9,285,-0.88,-1.41
24.28,294,-0.86,-1.44
24.68,304,-0.87,-1.49
25.13,313,-0.83,-1.51
25.62,323,-0.85,-1.51
26.15,332,-0.83,-1.56
26.7,342,-0.83,-1.57
27.27,351,-0.78,-1.6
27.88,361,-0.78,-1.62
28.54,370,-0.76,-1.63
29.22,380,-0.75,-1.65
29.91,389,-0.71,-1.67
30.65,399,-0.7,-1.67
31.41,408,-0.7,-1.68
32.18,418,-0.69,-1.72
33,427,-0.69,-1.73
33.85,437,-0.67,-1.73
34.71,446,-0.64,-1.79
35.6,456,-0.67,-1.76
36.51,465,-0.66,-1.81
37.45,475,-0.65,-1.83
38.41,484,-0.66,-1.86
39.37,494,-0.65,-1.88
40.33,503,-0.66,-1.9
41.26,513,-0.7,-1.94
42.23,522,-0.71,-1.98
43.2,532,-0.75,-2.01
44.17,541,-0.78,-2.04
45.16,551,-0.83,-2.05
46.15,560,-0.84,-2.1
47.15,570,-0.88,-2.12
48.17,579,-0.91,-2.15
49.17,589,-0.97,-2.17
50.19,598,-1,-2.22
51.22,608,-1.06,-2.26
52.25,617,-1.1,-2.3
53.27,627,-1.15,-2.3
54.32,636,-1.2,-2.33
55.36,646,-1.25,-2.35
56.4,655,-1.3,-2.35
57.46,665,-1.35,-2.37
58.49,674,-1.41,-2.34
59.5,684,-1.47,-2.36
60.5,693,-1.54,-2.36
61.51,703,-1.6,-2.37
62.52,712,-1.67,-2.4
63.53,722,-1.74,-2.43
64.55,731,-1.78,-2.41
65.56,741,-1.85,-2.36
66.57,750,-1.89,-2.33
67.59,760,-1.96,-2.34
68.6,769,-2.02,-2.31
69.63,779,-2.09,-2.28
70.63,788,-2.14,-2.27
71.67,798,-2.16,-2.27
72.69,807,-2.22,-2.23
73.73,817,-2.27,-2.19
74.76,826,-2.3,-2.17
75.76,836,-2.34,-2.15
76.74,845,-2.38,-2.12
77.73,855,-2.42,-2.06
78.72,864,-2.48,-2.05
79.7,874,-2.53,-2.01
80.7,883,-2.56,-1.98
81.68,893,-2.59,-1.9
82.65,902,-2.64,-1.86
83.62,912,-2.67,-1.82
84.63,921,-2.69,-1.8
85.6,931,-2.72,-1.81
86.56,940,-2.75,-1.77
87.54,950,-2.75,-1.75
88.54,959,-2.78,-1.7
89.5,969,-2.81,-1.68
90.49,978,-2.84,-1.67
91.46,988,-2.85,-1.63
92.42,997,-2.86,-1.62
93.38,1007,-2.86,-1.6
94.33,1016,-2.88,-1.54
95.27,1026,-2.89,-1.52
96.23,1035,-2.91,-1.5
97.17,1045,-2.9,-1.49
98.12,1054,-2.92,-1.48
99.07,1064,-2.93,-1.46
100.02,1073,-2.96,-1.44
100.97,1083,-2.96,-1.45
101.92,1092,-2.96,-1.44
102.88,1102,-2.97,-1.42
103.81,1111,-2.97,-1.38
104.76,1121,-2.99,-1.38
105.7,1130,-3.01,-1.36
106.66,1140,-3.01,-1.36
107.59,1149,-3.02,-1.35
108.51,1159,-3.03,-1.33
109.42,1168,-3.02,-1.33
110.34,1178,-3.04,-1.32
111.26,1187,-3.05,-1.31
112.17,1197,-3.04,-1.32
113.08,1206,-3.06,-1.32
114.01,1216,-3.07,-1.32
114.92,1225,-3.07,-1.29
115.83,1235,-3.05,-1.31
116.76,1244,-3.08,-1.32
117.67,1254,-3.07,-1.29
118.6,1263,-3.07,-1.29
119.51,1273,-3.08,-1.29
120.44,1282,-3.07,-1.3
121.36,1292,-3.05,-1.26
122.29,1301,-3.07,-1.29
123.21,1311,-3.1,-1.29
124.11,1320,-3.08,-1.31
125.02,1330,-3.1,-1.33
125.9,1339,-3.11,-1.32
126.81,1349,-3.12,-1.32
127.71,1358,-3.12,-1.33
128.6,1368,-3.11,-1.33
129.5,1377,-3.12,-1.34
130.41,1387,-3.1,-1.32
131.29,1396,-3.11,-1.32
132.2,1406,-3.11,-1.32
133.1,1415,-3.12,-1.3
133.99,1425,-3.12,-1.29
134.89,1434,-3.14,-1.29
135.78,1444,-3.13,-1.26
136.7,1453,-3.15,-1.28
137.58,1463,-3.15,-1.28
138.48,1472,-3.16,-1.29
139.37,1482,-3.16,-1.28
140.25,1491,-3.16,-1.25
141.12,1501,-3.17,-1.25
142,1510,-3.17,-1.27
142.88,1520,-3.17,-1.28
143.75,1529,-3.18,-1.27
144.64,1539,-3.15,-1.27
145.51,1548,-3.17,-1.27
146.37,1558,-3.17,-1.25
147.27,1567,-3.2,-1.25
148.14,1577,-3.21,-1.25
149,1586,-3.2,-1.26
149.89,1596,-3.2,-1.24
150.77,1605,-3.22,-1.26
151.65,1615,-3.21,-1.27
152.53,1624,-3.22,-1.26
153.41,1634,-3.23,-1.24
154.27,1643,-3.24,-1.27
155.13,1653,-3.24,-1.28
155.99,1662,-3.23,-1.28
156.85,1672,-3.24,-1.26
157.72,1681,-3.24,-1.25
158.59,1691,-3.25,-1.24
159.47,1700,-3.25,-1.26
160.33,1710,-3.26,-1.25
161.2,1719,-3.27,-1.26
162.06,1729,-3.29,-1.24
162.92,1738,-3.3,-1.23
163.79,1748,-3.3,-1.25
164.67,1757,-3.3,-1.22
165.53,1767,-3.29,-1.21
166.41,1776,-3.3,-1.24
167.26,1786,-3.32,-1.24
168.12,1795,-3.34,-1.24
168.97,1805,-3.32,-1.22
169.83,1814,-3.35,-1.25
170.69,1824,-3.34,-1.26
171.55,1833,-3.35,-1.24
172.39,1843,-3.34,-1.27
173.24,1852,-3.35,-1.26
174.1,1862,-3.36,-1.27
174.95,1871,-3.37,-1.26
175.79,1881,-3.38,-1.27
176.64,1890,-3.39,-1.26
177.48,1900,-3.39,-1.27
178.31,1909,-3.41,-1.26
179.16,1919,-3.42,-1.25
180.01,1928,-3.44,-1.23
180.86,1938,-3.46,-1.24
181.71,1947,-3.47,-1.23
182.52,1957,-3.46,-1.24
183.36,1966,-3.49,-1.26
184.18,1976,-3.48,-1.25
185.02,1985,-3.49,-1.26
185.85,1995,-3.49,-1.26
186.67,2004,-3.51,-1.28
187.51,2014,-3.53,-1.3
188.36,2023,-3.54,-1.28
189.19,2033,-3.55,-1.26
190.04,2042,-3.56,-1.28
190.86,2052,-3.59,-1.28
191.7,2061,-3.6,-1.26
192.54,2071,-3.61,-1.28
193.39,2080,-3.62,-1.27
194.22,2090,-3.64,-1.28
195.07,2099,-3.64,-1.29
195.91,2109,-3.66,-1.29
196.73,2118,-3.67,-1.28
197.56,2128,-3.68,-1.27
198.38,2137,-3.69,-1.26
199.21,2147,-3.71,-1.25
200.05,2156,-3.73,-1.26
200.86,2166,-3.75,-1.26
201.69,2175,-3.75,-1.27
202.51,2185,-3.78,-1.27
203.35,2194,-3.78,-1.28
204.18,2204,-3.79,-1.28
205.02,2213,-3.81,-1.26
205.86,2223,-3.85,-1.28
206.7,2232,-3.86,-1.29
207.53,2242,-3.88,-1.27
208.37,2251,-3.9,-1.27
209.21,2261,-3.93,-1.23
210.04,2270,-3.96,-1.26
210.87,2280,-3.99,-1.27
211.7,2289,-4,-1.28
212.51,2299,-4.01,-1.27
213.33,2308,-4.05,-1.3
214.18,2318,-4.07,-1.29
215,2327,-4.09,-1.26
215.84,2337,-4.11,-1.27
216.66,2346,-4.13,-1.26
217.49,2356,-4.17,-1.23
218.33,2365,-4.21,-1.24
219.15,2375,-4.25,-1.24
219.99,2384,-4.28,-1.22
220.83,2394,-4.31,-1.22
221.66,2403,-4.33,-1.23
222.49,2413,-4.37,-1.23
223.33,2422,-4.39,-1.22
224.17,2432,-4.41,-1.22
224.99,2441,-4.45,-1.23
225.81,2451,-4.49,-1.23
226.64,2460,-4.54,-1.25
227.47,2470,-4.58,-1.25
228.3,2479,-4.6,-1.25
229.14,2489,-4.65,-1.25
229.96,2498,-4.69,-1.26
230.8,2508,-4.73,-1.24
231.63,2517,-4.77,-1.26
232.46,2527,-4.82,-1.24
233.29,2536,-4.87,-1.22
234.14,2546,-4.92,-1.22
234.97,2555,-4.98,-1.25
235.82,2565,-5.02,-1.24
236.65,2574,-5.06,-1.25
237.48,2584,-5.13,-1.23
238.31,2593,-5.19,-1.22
239.14,2603,-5.25,-1.2
239.98,2612,-5.32,-1.22
240.8,2622,-5.36,-1.22
241.64,2631,-5.44,-1.21
242.46,2641,-5.52,-1.25
243.29,2650,-5.59,-1.25
244.12,2660,-5.67,-1.26
244.95,2669,-5.73,-1.26
245.77,2679,-5.8,-1.27
246.6,2688,-5.87,-1.25
247.43,2698,-5.93,-1.24
248.26,2707,-6.03,-1.23
249.08,2717,-6.09,-1.21
249.91,2726,-6.17,-1.22
250.73,2736,-6.27,-1.25
251.55,2745,-6.36,-1.24
252.35,2755,-6.46,-1.2
253.17,2764,-6.55,-1.2
253.98,2774,-6.66,-1.23
254.8,2783,-6.77,-1.23
255.62,2793,-6.86,-1.21
256.42,2802,-6.97,-1.2
257.24,2812,-7.06,-1.19
258.05,2821,-7.16,-1.19
258.87,2831,-7.28,-1.19
259.68,2840,-7.4,-1.19
260.51,2850,-7.51,-1.18
261.32,2859,-7.64,-1.19
262.15,2869,-7.74,-1.18
262.97,2878,-7.86,-1.23
263.78,2888,-7.99,-1.19
264.6,2897,-8.13,-1.2
265.42,2907,-8.25,-1.21
266.22,2916,-8.37,-1.21
267.05,2926,-8.52,-1.22
267.86,2935,-8.66,-1.21
268.69,2945,-8.82,-1.22
269.5,2954,-8.97,-1.24
270.33,2964,-9.14,-1.2
271.15,2973,-9.31,-1.21
271.98,2983,-9.47,-1.18
272.79,2992,-9.64,-1.19
273.62,3002,-9.81,-1.19
274.45,3011,-9.97,-1.19
275.26,3021,-10.16,-1.16
276.09,3030,-10.34,-1.19
276.93,3040,-10.54,-1.19
277.75,3049,-10.73,-1.19
278.56,3059,-10.94,-1.19
279.38,3068,-11.17,-1.19
280.2,3078,-11.37,-1.2
281.01,3087,-11.61,-1.19
281.82,3097,-11.83,-1.2
282.62,3106,-12.06,-1.19
283.45,3116,-12.27,-1.21
284.25,3125,-12.52,-1.19
285.06,3135,-12.75,-1.19
285.86,3144,-13,-1.18
286.66,3154,-13.28,-1.21
287.48,3163,-13.56,-1.22
288.28,3173,-13.84,-1.2
289.07,3182,-14.09,-1.21
289.88,3192,-14.36,-1.19
290.67,3201,-14.65,-1.2
291.47,3211,-14.95,-1.22
292.26,3220,-15.25,-1.24
293.07,3230,-15.55,-1.23
293.87,3239,-15.85,-1.25
294.67,3249,-16.14,-1.23
295.48,3258,-16.47,-1.22
296.32,3268,-16.82,-1.23
297.11,3277,-17.14,-1.23
297.92,3287,-17.5,-1.27
298.75,3296,-17.85,-1.28
299.56,3306,-18.2,-1.27
300.38,3315,-18.54,-1.28
301.19,3325,-18.94,-1.27
302,3334,-19.3,-1.29
302.8,3344,-19.7,-1.31
303.59,3353,-20.09,-1.29
304.38,3363,-20.49,-1.29
305.15,3372,-20.91,-1.3
305.92,3382,-21.31,-1.33
306.67,3391,-21.74,-1.34
307.42,3401,-22.18,-1.33
308.18,3410,-22.6,-1.36
308.92,3420,-23.04,-1.38
309.66,3429,-23.48,-1.39
310.41,3439,-23.94,-1.41
311.16,3448,-24.38,-1.39
311.94,3458,-24.82,-1.4
312.72,3467,-25.26,-1.4
313.53,3477,-25.71,-1.37
314.34,3486,-26.18,-1.37
315.16,3496,-26.66,-1.35
315.99,3505,-27.14,-1.37
316.82,3515,-27.63,-1.38
317.67,3524,-28.11,-1.37
318.5,3534,-28.6,-1.37
319.35,3543,-29.09,-1.36
320.2,3553,-29.59,-1.37
321.05,3562,-30.09,-1.35
321.89,3572,-30.61,-1.38
322.73,3581,-31.12,-1.37
323.56,3591,-31.65,-1.39
324.39,3600,-32.18,-1.37
325.22,3610,-32.68,-1.4
326.04,3619,-33.21,-1.4
326.87,3629,-33.75,-1.37
327.68,3638,-34.28,-1.4
328.48,3648,-34.82,-1.41
329.27,3657,-35.37,-1.42
330.07,3667,-35.92,-1.43
330.84,3676,-36.47,-1.43
331.62,3686,-37.01,-1.46
332.39,3695,-37.55,-1.47
333.18,3705,-38.11,-1.44
333.96,3714,-38.68,-1.45
334.74,3724,-39.24,-1.44
335.53,3733,-39.79,-1.46
336.33,3743,-40.37,-1.44
337.11,3752,-40.93,-1.46
337.93,3762,-41.53,-1.47
338.73,3771,-42.13,-1.49
339.55,3781,-42.72,-1.48
340.35,3790,-43.33,-1.5
341.16,3800,-43.95,-1.52
341.97,3809,-44.6,-1.54
342.76,3819,-45.25,-1.57
343.58,3828,-45.88,-1.62
344.37,3838,-46.56,-1.64
345.17,3847,-47.24,-1.66
345.98,3857,-47.92,-1.65
346.77,3866,-48.62,-1.68
347.55,3876,-49.32,-1.71
348.34,3885,-50.02,-1.71
349.14,3895,-50.74,-1.72
349.92,3904,-51.46,-1.71
350.71,3914,-52.22,-1.7
351.5,3923,-52.94,-1.73
352.29,3933,-53.68,-1.77
353.07,3942,-54.44,-1.75
353.87,3952,-55.17,-1.75
354.66,3961,-55.9,-1.72
355.46,3971,-56.66,-1.71
356.25,3980,-57.39,-1.67
357.04,3990,-58.11,-1.64
357.84,3999,-58.82,-1.59
358.64,4009,-59.52,-1.54
359.43,4018,-60.22,-1.51
360.23,4028,-60.87,-1.47
361.02,4037,-61.5,-1.4
361.83,4047,-62.12,-1.31
362.63,4056,-62.71,-1.27
363.44,4066,-63.26,-1.17
364.23,4075,-63.76,-1.08
365.05,4085,-64.26,-1.01
365.84,4094,-64.68,-0.9
366.64,4104,-65.1,-0.83
367.45,4113,-65.48,-0.74
368.26,4123,-65.81,-0.67
369.05,4132,-66.12,-0.59
369.86,4142,-66.42,-0.53
370.67,4151,-66.66,-0.48
371.47,4161,-66.88,-0.4
372.27,4170,-67.06,-0.35
373.08,4180,-67.24,-0.29
373.88,4189,-67.39,-0.25
374.69,4199,-67.53,-0.24
375.49,4208,-67.63,-0.23
376.29,4218,-67.74,-0.19
377.08,4227,-67.82,-0.19
377.88,4237,-67.89,-0.18
378.69,4246,-67.98,-0.18
379.47,4256,-68.07,-0.17
380.26,4265,-68.15,-0.16
381.05,4275,-68.21,-0.16
381.85,4284,-68.28,-0.18
382.64,4294,-68.33,-0.18
383.42,4303,-68.4,-0.18
384.21,4313,-68.46,-0.18
385.01,4322,-68.52,-0.18
385.8,4332,-68.59,-0.17
386.58,4341,-68.64,-0.19
387.38,4351,-68.71,-0.18
388.16,4360,-68.78,-0.19
388.96,4370,-68.82,-0.19
389.75,4379,-68.87,-0.18
390.53,4389,-68.94,-0.15
391.32,4398,-68.98,-0.17
392.1,4408,-69.05,-0.17
392.89,4417,-69.13,-0.16
393.68,4427,-69.17,-0.15
394.47,4436,-69.22,-0.15
395.26,4446,-69.27,-0.14
396.05,4455,-69.34,-0.11
396.84,4465,-69.4,-0.11
397.62,4474,-69.47,-0.1
398.42,4484,-69.52,-0.07
399.21,4493,-69.56,-0.05
400,4503,-69.61,-0.04
400.79,4512,-69.67,-0.05
401.57,4522,-69.72,-0.07
402.36,4531,-69.77,-0.05
403.13,4541,-69.86,-0.03
403.92,4550,-69.93,-0.02
404.71,4560,-69.98,-0.02
405.5,4569,-70.04,-0.01
406.28,4579,-70.08,0
407.07,4588,-70.15,0.02
407.85,4598,-70.21,0.03
408.64,4607,-70.24,0.02
409.42,4617,-70.29,0.04
410.21,4626,-70.35,0.04
410.99,4636,-70.39,0.03
411.79,4645,-70.45,0.06
412.58,4655,-70.5,0.08
413.38,4664,-70.55,0.05
